areaSource|areaSourceHigh|areaSourceLow|areaTotal|associationId|datlocation|depth|endtime|eventid|h|hHigh|hLow|hfall|hfall_high|hfall_low|l|lHigh|lLow|latitude|locuncertKm|longitude|lppotential|mass|massHigh|massLow|maxdistvhfKm|maxdistvhfReached|maxdisthfKm|maxdisthfReached|maxdistipKm|maxdistipReached|maxdistlpKm|maxdistlpReached|maxdistinfraKm|maxdistinfraReached|infraDetected|name|otherdataquality1to5|peakDischarge|peakDischargeLow|peakDischargeHigh|peakFlowheight|peakFlowheightLow|peakFlowheightHigh|starttime|sources|toeLat|toeLon|topLat|topLon|upstreamDrainarea|type|subtype|volume|volumeHigh|volumeLow
||||168|IRIS, NCEDC||2021_02_03 060049|168||||||||||46.19800|0.80000|-122.17400|0||||||92.00000|True|||0.00000||0.00000||False|Mount St Helens 2|2|||||||2021_02_03 054241|Collins, E.A., Allstadt, K.E., Groult, C., Hibert, C., Malet, J.-P., Toney, L.D., and Bessette-Kirton, E., 2022, Seismogenic Landslides and other Mass Movements: U.S. Geological Survey data release, https://doi.org/10.5066/P90VGCSK.&lt;a href="https%3A//doi.org/10.5066/P90VGCSK"&gt;https://doi.org/10.5066/P90VGCSK&lt;/a&gt;||||||snow avalanche|Snow avalanches|||
50000.00000|75000.00000|45000.00000|550000.00000|25|IRIS||2011_06_25 152153|25||||||||||46.84300|0.20000|-121.75000|0||||||133.00000|True|||0.00000|||||Nisqually 2|4|||||||2011_06_25 152042|Allstadt, Kate E., McVey, Brennah G., and Malone, Stephen D., 2017, Seismogenic Landslides, Debris Flows, and Outburst Floods in the Western United States and Canada from 1977 to 2017: U.S. Geological Survey data release, https://doi.org/10.5066/F7251H3W.&lt;a href="https%3A//doi.org/10.5066/F7251H3W"&gt;https://doi.org/10.5066/F7251H3W&lt;/a&gt;|46.82050|-121.73790|46.84300|-121.75000||rock fall, rock and ice avalanche|Rock/ice/debris avalanches and slides|37000.00000|53000.00000|27000.00000
||||170|IRIS||2021_01_12 200102|170||||||||||45.35100|1.80000|-121.70000|0||||||5.00000|True|||0.00000||0.00000||False|White River, Mount Hood|1|||||||2021_01_12 195054|Collins, E.A., Allstadt, K.E., Groult, C., Hibert, C., Malet, J.-P., Toney, L.D., and Bessette-Kirton, E., 2022, Seismogenic Landslides and other Mass Movements: U.S. Geological Survey data release, https://doi.org/10.5066/P90VGCSK.&lt;a href="https%3A//doi.org/10.5066/P90VGCSK"&gt;https://doi.org/10.5066/P90VGCSK&lt;/a&gt;||||||snow avalanche|Snow avalanches|||
||||78|IRIS||2014_05_14 214717|78||||||||||46.19790|0.20000|-122.16870|0||||||18.00000|True|||0.00000|||||Mount St Helens|3|||||||2014_05_14 214409|Allstadt, Kate E., McVey, Brennah G., and Malone, Stephen D., 2017, Seismogenic Landslides, Debris Flows, and Outburst Floods in the Western United States and Canada from 1977 to 2017: U.S. Geological Survey data release, https://doi.org/10.5066/F7251H3W.&lt;a href="https%3A//doi.org/10.5066/F7251H3W"&gt;https://doi.org/10.5066/F7251H3W&lt;/a&gt;||||||snow avalanche|Snow avalanches|||
||||293|IRIS||2022_01_06 135004|293||||||||||46.18940|1.00000|-122.16550|0||||||15.00000|True|||0.00000||||False|Shoestring Notch, Mount St Helens|2|||||||2022_01_06 133112|Collins, E.A., Allstadt, K.E., Groult, C., Hibert, C., Malet, J.-P., Toney, L.D., and Jensen, E.K., 2022, Seismogenic Landslides and other Mass Movements (ver. 2.0, December 2023): U.S. Geological Survey data release, https://doi.org/10.5066/P90VGCSK.&lt;a href="https%3A//doi.org/10.5066/P90VGCSK"&gt;https://doi.org/10.5066/P90VGCSK&lt;/a&gt;||||||snow avalanche|Snow avalanches|||
|||9.32000|140|IRIS||2016_06_21 185802|140||||||||||44.21502|0.00000|-122.25469|0||||0.05928||||||0.00000||0.00000||False|USGS Debris-flow flume sand gravel and cobbles|5|||||||2016_06_21 185721|Collins, E.A., Allstadt, K.E., Groult, C., Hibert, C., Malet, J.-P., Toney, L.D., and Bessette-Kirton, E., 2022, Seismogenic Landslides and other Mass Movements: U.S. Geological Survey data release, https://doi.org/10.5066/P90VGCSK.&lt;a href="https%3A//doi.org/10.5066/P90VGCSK"&gt;https://doi.org/10.5066/P90VGCSK&lt;/a&gt;|||44.21502|-122.25469||debris flow flume experiment|Lahar/debris flow/outburst flood|8.00000|8.00000|8.00000
25000.00000|32000.00000|14000.00000|510000.00000|108|IRIS||2012_07_25 043218|108|1200.00000|1300.00000|1100.00000||||2900.00000|3000.00000|2800.00000|46.20175|0.00000|-121.49862|1||||||146.00000|True|||117.00000|True||||Mount Adams|4|||||||2012_07_25 042956|Allstadt, Kate E., McVey, Brennah G., and Malone, Stephen D., 2017, Seismogenic Landslides, Debris Flows, and Outburst Floods in the Western United States and Canada from 1977 to 2017: U.S. Geological Survey data release, https://doi.org/10.5066/F7251H3W.&lt;a href="https%3A//doi.org/10.5066/F7251H3W"&gt;https://doi.org/10.5066/F7251H3W&lt;/a&gt;|46.17869|-121.51342|46.20175|-121.49862||debris avalanche|Rock/ice/debris avalanches and slides|370000.00000|550000.00000|250000.00000
||||39|IRIS||2015_08_23 014727|39||||||||||45.34630|0.50000|-121.69990|0||||||5.00000|True|||0.00000|||||White River, Mount Hood|2|||||||2015_08_22 235820|Allstadt, Kate E., McVey, Brennah G., and Malone, Stephen D., 2017, Seismogenic Landslides, Debris Flows, and Outburst Floods in the Western United States and Canada from 1977 to 2017: U.S. Geological Survey data release, https://doi.org/10.5066/F7251H3W.&lt;a href="https%3A//doi.org/10.5066/F7251H3W"&gt;https://doi.org/10.5066/F7251H3W&lt;/a&gt;|||45.34630|-121.69990||debris flow|Lahar/debris flow/outburst flood|||
|||200000.00000|179|IRIS||2021_03_11 225919|179|600.00000||||||1200.00000|||46.85850|0.35000|-121.78570|0||||||12.00000|True|||0.00000||0.00000||False|Sunset Amphitheater, Mount Rainier|2|||||||2021_03_11 225814|Collins, E.A., Allstadt, K.E., Groult, C., Hibert, C., Malet, J.-P., Toney, L.D., and Bessette-Kirton, E., 2022, Seismogenic Landslides and other Mass Movements: U.S. Geological Survey data release, https://doi.org/10.5066/P90VGCSK.&lt;a href="https%3A//doi.org/10.5066/P90VGCSK"&gt;https://doi.org/10.5066/P90VGCSK&lt;/a&gt;|46.85350|-121.79910|46.86100|-121.78720||snow avalanche|Snow avalanches|||
|||9.54000|142|IRIS||2016_06_23 145320|142||||||||||44.21502|0.00000|-122.25469|0||||0.05928||||||0.00000||0.00000||False|USGS Debris-flow flume sand and gravel|5|||||||2016_06_23 145250|Collins, E.A., Allstadt, K.E., Groult, C., Hibert, C., Malet, J.-P., Toney, L.D., and Bessette-Kirton, E., 2022, Seismogenic Landslides and other Mass Movements: U.S. Geological Survey data release, https://doi.org/10.5066/P90VGCSK.&lt;a href="https%3A//doi.org/10.5066/P90VGCSK"&gt;https://doi.org/10.5066/P90VGCSK&lt;/a&gt;|||44.21502|-122.25469||debris flow flume experiment|Lahar/debris flow/outburst flood|10.00000|10.00000|10.00000
||||29|IRIS||2011_07_01 233627|29||||||||||46.84300|0.20000|-121.75000|0||||||216.00000|True|||0.00000|||||Nisqually 7|4|||||||2011_07_01 233005|Allstadt, Kate E., McVey, Brennah G., and Malone, Stephen D., 2017, Seismogenic Landslides, Debris Flows, and Outburst Floods in the Western United States and Canada from 1977 to 2017: U.S. Geological Survey data release, https://doi.org/10.5066/F7251H3W.&lt;a href="https%3A//doi.org/10.5066/F7251H3W"&gt;https://doi.org/10.5066/F7251H3W&lt;/a&gt;|46.82050|-121.73790|46.84300|-121.75000||rock fall, rock and ice avalanche|Rock/ice/debris avalanches and slides|160000.00000|230000.00000|120000.00000
||||17|IRIS, Attachments below||2002_04_21 135833|17||||||||||46.05970|0.00000|-122.26033|0||||||85.00000|True|||0.00000|||||Swift No 2 Dam|3|||||||2002_04_21 133027|Allstadt, Kate E., McVey, Brennah G., and Malone, Stephen D., 2017, Seismogenic Landslides, Debris Flows, and Outburst Floods in the Western United States and Canada from 1977 to 2017: U.S. Geological Survey data release, https://doi.org/10.5066/F7251H3W.&lt;a href="https%3A//doi.org/10.5066/F7251H3W"&gt;https://doi.org/10.5066/F7251H3W&lt;/a&gt;||||||dam failure, outburst flood|Lahar/debris flow/outburst flood|3000000.00000||
||||5|IRIS||2014_10_22 212800|5||||||||||46.21300|0.50000|-122.19100|0||||||2.00000|True|||0.00000|||||Mount St Helens|3|||||||2014_10_22 130700|Allstadt, Kate E., McVey, Brennah G., and Malone, Stephen D., 2017, Seismogenic Landslides, Debris Flows, and Outburst Floods in the Western United States and Canada from 1977 to 2017: U.S. Geological Survey data release, https://doi.org/10.5066/F7251H3W.&lt;a href="https%3A//doi.org/10.5066/F7251H3W"&gt;https://doi.org/10.5066/F7251H3W&lt;/a&gt;||||||debris flow|Lahar/debris flow/outburst flood|||
|||60000000.00000|6|IRIS||1980_05_18 154400|6|2550.00000||||||24000.00000|29000.00000|17000.00000|46.19050|0.00000|-122.18960|1|4600000000000.00000|5800000000000.00000|2500000000000.00000|||343.00000|False|||10000.00000|False||||Mount St Helens|5|||||||1980_05_18 153211|Allstadt, Kate E., McVey, Brennah G., and Malone, Stephen D., 2017, Seismogenic Landslides, Debris Flows, and Outburst Floods in the Western United States and Canada from 1977 to 2017: U.S. Geological Survey data release, https://doi.org/10.5066/F7251H3W.&lt;a href="https%3A//doi.org/10.5066/F7251H3W"&gt;https://doi.org/10.5066/F7251H3W&lt;/a&gt;|46.31100|-122.44310|46.19050|-122.18960||rock slide-debris avalanche|Rock/ice/debris avalanches and slides|2500000000.00000|2800000000.00000|2300000000.00000
3000.00000|4200.00000|1600.00000|20000.00000|156|IRIS||2018_08_28 160158|156|300.00000|340.00000|190.00000||||300.00000|430.00000|250.00000|46.19990|0.30000|-121.51100|0||||||49.00000|True|||0.00000||11.00000|True|True|White Salmon Glacier, Mount Adams|5|||||||2018_08_28 160049|Collins, E.A., Allstadt, K.E., Groult, C., Hibert, C., Malet, J.-P., Toney, L.D., and Bessette-Kirton, E., 2022, Seismogenic Landslides and other Mass Movements: U.S. Geological Survey data release, https://doi.org/10.5066/P90VGCSK.&lt;a href="https%3A//doi.org/10.5066/P90VGCSK"&gt;https://doi.org/10.5066/P90VGCSK&lt;/a&gt;|46.19850|-121.51390|46.19990|-121.51100||ice avalanche|Rock/ice/debris avalanches and slides|20000.00000|60000.00000|10000.00000
||||167|IRIS, NCEDC||2021_02_01 110452|167||||||||||46.19800|0.80000|-122.17400|0||||||90.00000|True|||0.00000||0.00000||False|Mount St Helens 1|2|||||||2021_02_01 105427|Collins, E.A., Allstadt, K.E., Groult, C., Hibert, C., Malet, J.-P., Toney, L.D., and Bessette-Kirton, E., 2022, Seismogenic Landslides and other Mass Movements: U.S. Geological Survey data release, https://doi.org/10.5066/P90VGCSK.&lt;a href="https%3A//doi.org/10.5066/P90VGCSK"&gt;https://doi.org/10.5066/P90VGCSK&lt;/a&gt;||||||snow avalanche|Snow avalanches|||
|||9.32000|137|IRIS||2016_06_14 215453|137||||||||||44.21502|0.00000|-122.25469|0||||0.05928||||||0.00000||0.00000||False|USGS Debris-flow flume sand and gravel|5|||||||2016_06_14 215358|Collins, E.A., Allstadt, K.E., Groult, C., Hibert, C., Malet, J.-P., Toney, L.D., and Bessette-Kirton, E., 2022, Seismogenic Landslides and other Mass Movements: U.S. Geological Survey data release, https://doi.org/10.5066/P90VGCSK.&lt;a href="https%3A//doi.org/10.5066/P90VGCSK"&gt;https://doi.org/10.5066/P90VGCSK&lt;/a&gt;|||44.21502|-122.25469||debris flow flume experiment|Lahar/debris flow/outburst flood|8.00000|8.00000|8.00000
||||296|IRIS||2022_09_01 204705|296||||||||||46.19850|0.40000|-122.17590|0||||||4.00000|True|||0.00000||||False|Mount St Helens 1|1|||||||2022_09_01 204553|Collins, E.A., Allstadt, K.E., Groult, C., Hibert, C., Malet, J.-P., Toney, L.D., and Jensen, E.K., 2022, Seismogenic Landslides and other Mass Movements (ver. 2.0, December 2023): U.S. Geological Survey data release, https://doi.org/10.5066/P90VGCSK.&lt;a href="https%3A//doi.org/10.5066/P90VGCSK"&gt;https://doi.org/10.5066/P90VGCSK&lt;/a&gt;||||||rock fall|Rock/debris falls|||
||||7|IRIS, Attachments below||1997_10_20 073656|7|1700.00000|1600.00000|1800.00000||||5000.00000|5100.00000|4700.00000|46.20171|0.00000|-121.48164|1||||||230.00000|True|||230.00000|False||||Mount Adams|3|||||||1997_10_20 073122|Allstadt, Kate E., McVey, Brennah G., and Malone, Stephen D., 2017, Seismogenic Landslides, Debris Flows, and Outburst Floods in the Western United States and Canada from 1977 to 2017: U.S. Geological Survey data release, https://doi.org/10.5066/F7251H3W.&lt;a href="https%3A//doi.org/10.5066/F7251H3W"&gt;https://doi.org/10.5066/F7251H3W&lt;/a&gt;|46.18640|-121.42719|46.20171|-121.48164||rock and ice avalanche|Rock/ice/debris avalanches and slides|3600000.00000|4600000.00000|2700000.00000
|||100000.00000|176|IRIS||2020_04_09 132954|176|||||||1600.00000|2300.00000|1300.00000|46.86760|0.30000|-121.77650|0||||||23.00000|True|||0.00000||0.00000||False|Carbon Glacier, Mount Rainier|3|||||||2020_04_09 132841|Collins, E.A., Allstadt, K.E., Groult, C., Hibert, C., Malet, J.-P., Toney, L.D., and Bessette-Kirton, E., 2022, Seismogenic Landslides and other Mass Movements: U.S. Geological Survey data release, https://doi.org/10.5066/P90VGCSK.&lt;a href="https%3A//doi.org/10.5066/P90VGCSK"&gt;https://doi.org/10.5066/P90VGCSK&lt;/a&gt;|||46.72040|-121.77950||snow avalanche|Snow avalanches|||
||||178|IRIS||2019_08_06 031234|178||||||||||46.81910|0.20000|-121.81000|0||||13.00000|1|18.00000|True|||0.00000||0.00000||False|Tahoma Creek, Mount Rainier|3|||||||2019_08_06 014432|Collins, E.A., Allstadt, K.E., Groult, C., Hibert, C., Malet, J.-P., Toney, L.D., and Bessette-Kirton, E., 2022, Seismogenic Landslides and other Mass Movements: U.S. Geological Survey data release, https://doi.org/10.5066/P90VGCSK.&lt;a href="https%3A//doi.org/10.5066/P90VGCSK"&gt;https://doi.org/10.5066/P90VGCSK&lt;/a&gt;|||46.81910|-121.81000||outburst flood, debris flow|Lahar/debris flow/outburst flood|||
||||298|IRIS||2022_09_03 205501|298||||||||||46.20140|0.20000|-122.17530|0||||||18.00000|True|||0.00000||||False|Mount St Helens|2|||||||2022_09_03 205215|Collins, E.A., Allstadt, K.E., Groult, C., Hibert, C., Malet, J.-P., Toney, L.D., and Jensen, E.K., 2022, Seismogenic Landslides and other Mass Movements (ver. 2.0, December 2023): U.S. Geological Survey data release, https://doi.org/10.5066/P90VGCSK.&lt;a href="https%3A//doi.org/10.5066/P90VGCSK"&gt;https://doi.org/10.5066/P90VGCSK&lt;/a&gt;||||||rock fall|Rock/debris falls|||
||||119|IRIS||2011_07_02 162720|119||||||||||46.84300|0.20000|-121.75000|0||||||13.00000|True|||0.00000|||||Nisqually 8|4|||||||2011_07_02 162536|Allstadt, Kate E., McVey, Brennah G., and Malone, Stephen D., 2017, Seismogenic Landslides, Debris Flows, and Outburst Floods in the Western United States and Canada from 1977 to 2017: U.S. Geological Survey data release, https://doi.org/10.5066/F7251H3W.&lt;a href="https%3A//doi.org/10.5066/F7251H3W"&gt;https://doi.org/10.5066/F7251H3W&lt;/a&gt;|46.82050|-121.73790|46.84300|-121.75000||rock fall, rock and ice avalanche|Rock/ice/debris avalanches and slides|16000.00000|22000.00000|11000.00000
||||123|IRIS||1989_08_16 171621|123|2300.00000||||||7800.00000|||46.87460|0.50000|-121.75370|0||||||135.00000|False|||0.00000|||||Russell Cliff 3, Mount Rainier|3|||||||1989_08_16 171523|Allstadt, Kate E., McVey, Brennah G., and Malone, Stephen D., 2017, Seismogenic Landslides, Debris Flows, and Outburst Floods in the Western United States and Canada from 1977 to 2017: U.S. Geological Survey data release, https://doi.org/10.5066/F7251H3W.&lt;a href="https%3A//doi.org/10.5066/F7251H3W"&gt;https://doi.org/10.5066/F7251H3W&lt;/a&gt;||||||rock fall|Rock/debris falls|||
|||15000.00000|106|IRIS||1989_08_16 173012|106|2500.00000||||||7800.00000|||46.87460|0.50000|-121.75370|0||||||193.00000|False|||0.00000|||||Russell Cliff main, Mount Rainier|3|||||||1989_08_16 172112|Allstadt, Kate E., McVey, Brennah G., and Malone, Stephen D., 2017, Seismogenic Landslides, Debris Flows, and Outburst Floods in the Western United States and Canada from 1977 to 2017: U.S. Geological Survey data release, https://doi.org/10.5066/F7251H3W.&lt;a href="https%3A//doi.org/10.5066/F7251H3W"&gt;https://doi.org/10.5066/F7251H3W&lt;/a&gt;||||||rock fall, debris avalanche|Rock/ice/debris avalanches and slides|300000.00000|500000.00000|100000.00000
||||175|IRIS||2019_09_27 012922|175||||||||||46.81910|3.00000|-121.81000|0||||8.00000|1|8.00000|True|||0.00000||0.00000||False|Mount Rainier|1|||||||2019_09_27 004320|Collins, E.A., Allstadt, K.E., Groult, C., Hibert, C., Malet, J.-P., Toney, L.D., and Bessette-Kirton, E., 2022, Seismogenic Landslides and other Mass Movements: U.S. Geological Survey data release, https://doi.org/10.5066/P90VGCSK.&lt;a href="https%3A//doi.org/10.5066/P90VGCSK"&gt;https://doi.org/10.5066/P90VGCSK&lt;/a&gt;||||||debris flow|Lahar/debris flow/outburst flood|||
||||30|IRIS||2011_07_03 000858|30||||||||||46.84300|0.20000|-121.75000|0||||||115.00000|True|||0.00000|||||Nisqually 9|4|||||||2011_07_03 000731|Allstadt, Kate E., McVey, Brennah G., and Malone, Stephen D., 2017, Seismogenic Landslides, Debris Flows, and Outburst Floods in the Western United States and Canada from 1977 to 2017: U.S. Geological Survey data release, https://doi.org/10.5066/F7251H3W.&lt;a href="https%3A//doi.org/10.5066/F7251H3W"&gt;https://doi.org/10.5066/F7251H3W&lt;/a&gt;|46.82050|-121.73790|46.84300|-121.75000||rock fall, rock and ice avalanche|Rock/ice/debris avalanches and slides|15000.00000|21000.00000|11000.00000
||||126|IRIS||1992_10_23 155954|126|1000.00000||||||2000.00000|||46.87460|0.50000|-121.75370|0||||||73.00000|False|||0.00000|||||Russell Cliff, Mount Rainier|3|||||||1992_10_23 155836|Allstadt, Kate E., McVey, Brennah G., and Malone, Stephen D., 2017, Seismogenic Landslides, Debris Flows, and Outburst Floods in the Western United States and Canada from 1977 to 2017: U.S. Geological Survey data release, https://doi.org/10.5066/F7251H3W.&lt;a href="https%3A//doi.org/10.5066/F7251H3W"&gt;https://doi.org/10.5066/F7251H3W&lt;/a&gt;||||||rock fall, debris avalanche|Rock/ice/debris avalanches and slides|75000.00000|100000.00000|50000.00000
73000.00000|110000.00000|50000.00000|880000.00000|8|IRIS||2008_08_01 144613|8|1300.00000|1400.00000|1000.00000||||3500.00000|3500.00000|2600.00000|46.20042|0.00000|-121.49931|1||||||180.00000|True|||149.00000|True||||Mount Adams|3|||||||2008_08_01 144238|Allstadt, Kate E., McVey, Brennah G., and Malone, Stephen D., 2017, Seismogenic Landslides, Debris Flows, and Outburst Floods in the Western United States and Canada from 1977 to 2017: U.S. Geological Survey data release, https://doi.org/10.5066/F7251H3W.&lt;a href="https%3A//doi.org/10.5066/F7251H3W"&gt;https://doi.org/10.5066/F7251H3W&lt;/a&gt;|46.18086|-121.52994|46.20042|-121.49931||rock and ice avalanche|Rock/ice/debris avalanches and slides|1700000.00000|2500000.00000|1200000.00000
|||9.32000|139|IRIS||2016_06_16 222719|139||||||||||44.21502|0.00000|-122.25469|0||||0.05928||||||0.00000||0.00000||False|USGS Debris-flow flume sand gravel and cobbles|5|||||||2016_06_16 222626|Collins, E.A., Allstadt, K.E., Groult, C., Hibert, C., Malet, J.-P., Toney, L.D., and Bessette-Kirton, E., 2022, Seismogenic Landslides and other Mass Movements: U.S. Geological Survey data release, https://doi.org/10.5066/P90VGCSK.&lt;a href="https%3A//doi.org/10.5066/P90VGCSK"&gt;https://doi.org/10.5066/P90VGCSK&lt;/a&gt;|||44.21502|-122.25469||debris flow flume experiment|Lahar/debris flow/outburst flood|8.00000|8.00000|8.00000
||||289|IRIS||2022_10_11 214603|289||||||||||45.36630|0.20000|-121.69750|0||||||35.00000|True|||0.00000|||||Steel Cliffs, Mount Hood|2|||||||2022_10_11 214450|Collins, E.A., Allstadt, K.E., Groult, C., Hibert, C., Malet, J.-P., Toney, L.D., and Jensen, E.K., 2022, Seismogenic Landslides and other Mass Movements (ver. 2.0, December 2023): U.S. Geological Survey data release, https://doi.org/10.5066/P90VGCSK.&lt;a href="https%3A//doi.org/10.5066/P90VGCSK"&gt;https://doi.org/10.5066/P90VGCSK&lt;/a&gt;||||||rock fall|Rock/debris falls|||
||||28|IRIS||2011_06_27 190309|28|1650.00000||||||3000.00000|||46.84300|0.20000|-121.75000|0||||||220.00000|True|||0.00000|||||Nisqually 5|4|||||||2011_06_27 185646|Allstadt, Kate E., McVey, Brennah G., and Malone, Stephen D., 2017, Seismogenic Landslides, Debris Flows, and Outburst Floods in the Western United States and Canada from 1977 to 2017: U.S. Geological Survey data release, https://doi.org/10.5066/F7251H3W.&lt;a href="https%3A//doi.org/10.5066/F7251H3W"&gt;https://doi.org/10.5066/F7251H3W&lt;/a&gt;|46.82050|-121.73790|46.84300|-121.75000||rock fall, rock and ice avalanche|Rock/ice/debris avalanches and slides|160000.00000|230000.00000|120000.00000
49000.00000|61000.00000|49000.00000|230000.00000|34|IRIS||2009_10_11 165952|34|200.00000|220.00000|180.00000||||680.00000|700.00000|660.00000|46.81666|0.00000|-120.91528|2||||||30.00000|True|||92.00000|True||||Nile Valley eastern failure|4|||||||2009_10_11 164427|Allstadt, Kate E., McVey, Brennah G., and Malone, Stephen D., 2017, Seismogenic Landslides, Debris Flows, and Outburst Floods in the Western United States and Canada from 1977 to 2017: U.S. Geological Survey data release, https://doi.org/10.5066/F7251H3W.&lt;a href="https%3A//doi.org/10.5066/F7251H3W"&gt;https://doi.org/10.5066/F7251H3W&lt;/a&gt;|46.81249|-120.92047|46.81666|-120.91528||rock slide|Rock/ice/debris avalanches and slides|960000.00000|1300000.00000|740000.00000
||||297|IRIS||2022_09_01 205627|297||||||||||46.20490|0.40000|-122.17420|0||||||5.00000|True|||0.00000||||False|Mount St Helens 2|1|||||||2022_09_01 205421|Collins, E.A., Allstadt, K.E., Groult, C., Hibert, C., Malet, J.-P., Toney, L.D., and Jensen, E.K., 2022, Seismogenic Landslides and other Mass Movements (ver. 2.0, December 2023): U.S. Geological Survey data release, https://doi.org/10.5066/P90VGCSK.&lt;a href="https%3A//doi.org/10.5066/P90VGCSK"&gt;https://doi.org/10.5066/P90VGCSK&lt;/a&gt;||||||rock fall|Rock/debris falls|||
||||290|IRIS||2021_09_13 171654|290||||||||||46.84350|0.10000|-121.74780|0||||||18.00000|True|||0.00000||||False|Nisqually, Mount Rainier 1|4|||||||2021_09_13 171607|Collins, E.A., Allstadt, K.E., Groult, C., Hibert, C., Malet, J.-P., Toney, L.D., and Jensen, E.K., 2022, Seismogenic Landslides and other Mass Movements (ver. 2.0, December 2023): U.S. Geological Survey data release, https://doi.org/10.5066/P90VGCSK.&lt;a href="https%3A//doi.org/10.5066/P90VGCSK"&gt;https://doi.org/10.5066/P90VGCSK&lt;/a&gt;||||||ice fall|Rock/debris falls|||
||||52|IRIS||2015_09_18 004144|52||||||||||46.20508|2.00000|-122.21442|0||||||7.00000|True|||0.00000|||||Mount St Helens|1|||||||2015_09_17 232700|Allstadt, Kate E., McVey, Brennah G., and Malone, Stephen D., 2017, Seismogenic Landslides, Debris Flows, and Outburst Floods in the Western United States and Canada from 1977 to 2017: U.S. Geological Survey data release, https://doi.org/10.5066/F7251H3W.&lt;a href="https%3A//doi.org/10.5066/F7251H3W"&gt;https://doi.org/10.5066/F7251H3W&lt;/a&gt;|||46.20508|-122.21442||debris flow|Lahar/debris flow/outburst flood|||
12000.00000|20000.00000|12000.00000|82000.00000|33|IRIS||2009_10_11 143944|33|120.00000|140.00000|100.00000||||400.00000|420.00000|380.00000|46.81677|0.00000|-120.92045|0||||||47.00000|True|||0.00000|||||Nile Valley western failure|4|||||||2009_10_11 143642|Allstadt, Kate E., McVey, Brennah G., and Malone, Stephen D., 2017, Seismogenic Landslides, Debris Flows, and Outburst Floods in the Western United States and Canada from 1977 to 2017: U.S. Geological Survey data release, https://doi.org/10.5066/F7251H3W.&lt;a href="https%3A//doi.org/10.5066/F7251H3W"&gt;https://doi.org/10.5066/F7251H3W&lt;/a&gt;|46.81448|-120.92409|46.81677|-120.92045||rock slide|Rock/ice/debris avalanches and slides|130000.00000|180000.00000|99000.00000
